29;engine_down
28;engine_accel
27;win
26;InGame
25;honk
24;grass
23;go
22;fire_item
21;fail
20;engine_start
19;engine
18;collision_wall
17;collision_item
16;shield2
15;collision_fake
14;collision_car
13;brake
12;booster
11;beaten
10;autopilot
9;accelboard
8;shield1
7;selectweapon
6;passlap
5;oil
4;mud_beaten
3;light_beaten
2;lay_item
1;whistle
